#---------------------------------
#Date Printed=Tue Mar 17 15:07:33 2015
#N=1000
#t=0
#Format=pvamu
#----------------------------------
   -0.49621755     0.50752613      0.5497609     0.46401557     0.35798234     0.48915843              0              0              0          0.001              0 
     0.1168732      2.4350402    -0.15378158    -0.10420095     0.18650778   -0.050826457              0              0              0          0.001              0 
   -0.31382021     0.47586156    -0.42717348      -0.281085     0.80255629    -0.24157774              0              0              0          0.001              0 
    -1.0760568     -2.2946251     -0.1326563    -0.52411092     0.11892891    -0.24568391              0              0              0          0.001              0 
   -0.22836131     -1.2295709   -0.020529819     0.42364934     0.21680505    0.030640536              0              0              0          0.001              0 
    0.90803313     -1.5986504     0.13511184    -0.47298819    0.018968679    0.088828737              0              0              0          0.001              0 
     1.2908332     0.14726936    -0.37128353     0.17197172    -0.51541414    -0.44124565              0              0              0          0.001              0 
    0.17976229   -0.099993201     0.62723537   -0.046292097    -0.52084309    -0.43773221              0              0              0          0.001              0 
   -0.53574512     0.47546972    -0.53290686      0.3734349    -0.17856079   -0.070130785              0              0              0          0.001              0 
  -0.029805782     0.56676211    -0.15181545   -0.039145383    -0.82944407     0.13042831              0              0              0          0.001              0 
    -0.4489282    -0.13046262    -0.79199018    0.016731247     0.31623343    -0.14752208              0              0              0          0.001              0 
   -0.35316599    -0.97356082    -0.65455424    -0.14512813    0.085057132     0.38114392              0              0              0          0.001              0 
    0.28242372    -0.12373154     0.28008078     0.53133331     0.68552818     0.22981952              0              0              0          0.001              0 
    0.36959488    -0.54861431    -0.21821155    -0.56236504    -0.14188254     0.25860914              0              0              0          0.001              0 
   0.058248828     0.73851565    -0.55682117    0.041143567     0.55149128     -0.2064041              0              0              0          0.001              0 
     1.0638951     0.74980298     -1.0501768   -0.012399802    -0.21988886    -0.29411578              0              0              0          0.001              0 
   -0.14775731    -0.66871556      1.0756409      0.1377842      0.3364799    -0.15429945              0              0              0          0.001              0 
    -0.9558574    -0.12516351   -0.071485369    -0.51473311    0.087416398     0.16065709              0              0              0          0.001              0 
   -0.38608397    -0.48731809    -0.86456461    -0.20540969    -0.31149603     0.50707766              0              0              0          0.001              0 
  -0.090739899     -1.6912131     -0.9080738    -0.10291836    -0.11414065   -0.036706576              0              0              0          0.001              0 
  0.0055971335    0.094074156     -1.3554524    -0.21175971     -0.3355565     0.45529541              0              0              0          0.001              0 
   -0.65804456    -0.36712294     0.88606457     0.46178356     -0.2943687    -0.40656083              0              0              0          0.001              0 
   -0.28381239     0.37902705   -0.073063559     0.73904433   -0.033288213    0.095938131              0              0              0          0.001              0 
  -0.099677861    -0.14713182        2.11673    -0.42005603    -0.10289614     0.10974674              0              0              0          0.001              0 
    0.78011534   -0.081538388     0.47297938   -0.054890187    0.094363526       0.744481              0              0              0          0.001              0 
    -2.5246479     0.67822154     -4.9385468    -0.06458176      0.2679234    -0.10753328              0              0              0          0.001              0 
   -0.77051828    -0.26590484    -0.81025913     0.47973381     0.10384876     0.19572176              0              0              0          0.001              0 
      1.895086    0.022041256     0.95587333    0.057787735     0.19198112   -0.035086457              0              0              0          0.001              0 
    -5.3490611     -5.3322177     -7.3894511    0.024492651   -0.016975636    -0.20462856              0              0              0          0.001              0 
     7.5804003     -6.2860917    -0.72291597    -0.06233093    -0.13734337     0.23794939              0              0              0          0.001              0 
    0.44490694   -0.063629436    -0.35246141    -0.13720015    -0.86879736    -0.35323221              0              0              0          0.001              0 
   0.039096956    -0.24957883    -0.47103544    -0.15897454     0.57198023     0.17591067              0              0              0          0.001              0 
    0.45758568    -0.41577109       8.799767    0.098599461   -0.010384604     -0.1617912              0              0              0          0.001              0 
      -2.31174     -1.8860994     0.95210207   -0.093616238    -0.44383386   -0.020843736              0              0              0          0.001              0 
    0.20992195       1.147745     -1.0380654     0.33688524     0.10959903      0.3592136              0              0              0          0.001              0 
    -3.8549428     0.18055301      2.6673882   -0.099176929    -0.34860678    -0.21012642              0              0              0          0.001              0 
    -1.6100364   -0.025220761     0.47294596     0.16880891   -0.025386591     0.39493928              0              0              0          0.001              0 
   -0.98104096    -0.22244398    -0.17600649     0.28417795    0.070848028   -0.022338637              0              0              0          0.001              0 
     2.2253799      2.3586452     -1.5766575    0.074728647   -0.059187795     0.15626383              0              0              0          0.001              0 
    -2.5236312     -1.5997812    -0.85498588    -0.11183498     0.10997483    -0.21115116              0              0              0          0.001              0 
   -0.82048015      2.1122677    -0.71921196    0.096015871     0.19806499    0.061679333              0              0              0          0.001              0 
   -0.10047118   -0.071485636     0.05220404    -0.12192718    -0.11562691    -0.19856652              0              0              0          0.001              0 
  -0.049240589     0.49385035    -0.84075312     0.32174791    -0.23100023     0.28141421              0              0              0          0.001              0 
    0.26061715    -0.42413917    -0.45040337    -0.79671547     -0.4674157     0.40166382              0              0              0          0.001              0 
